id,parts,grfsm_array_id,id_in_matlab
48484,"-1,1,9,16,19,13,-9",250,48484
48485,"9,1,9,16,19,13,1",250,48485
48486,"-1,5,13,18,-17,-12,-9",250,48486
48487,"-1,-9,9,18,-17,-12,-9",250,48487
48488,"9,-9,9,18,-17,-12,1",250,48488
48489,"-1,-7,12,18,-17,13,-9",250,48489
48490,"-1,-10,12,19,-17,-12,-9",250,48490
48491,"-1,1,9,19,-16,13,-9",250,48491
48492,"-1,5,12,19,-17,13,-9",250,48492
48493,"9,1,9,19,-16,13,1",250,48493
48494,"-1,-9,9,19,-16,-12,-9",250,48494
48495,"9,5,13,18,-16,-12,1",250,48495
48496,"9,-9,9,19,-16,-12,1",250,48496
48497,"9,-7,12,18,-16,13,1",250,48497
48498,"9,-10,12,19,-16,-12,1",250,48498
48499,"9,5,12,19,-16,13,1",250,48499
48500,"9,5,12,16,19,13,1",250,48500
48501,"9,-10,12,16,19,-12,1",250,48501
48502,"9,5,13,17,19,-12,1",250,48502
48503,"-1,5,13,9,-12,-12,-9",250,48503
48504,"-1,11,-11,9,-12,-12,-9",250,48504
48505,"9,11,-11,9,-12,-12,1",250,48505
48506,"-1,-7,13,9,-12,13,-9",250,48506
48507,"-1,2,-11,9,-12,13,-9",250,48507
48508,"9,2,-11,9,-12,13,1",250,48508
48509,"-1,5,13,12,-9,-12,-9",250,48509
48510,"-1,11,-11,12,-9,-12,-9",250,48510
48511,"9,11,-11,12,-9,-12,1",250,48511
48512,"-1,-7,13,12,-9,13,-9",250,48512
48513,"-1,2,-11,12,-9,13,-9",250,48513
48514,"9,2,-11,12,-9,13,1",250,48514
48515,"-1,5,12,-16,-2,13,-9",250,48515
48516,"-1,5,13,17,-9,-12,-9",250,48516
48517,"-1,-7,13,17,-9,13,-9",250,48517
48518,"-1,1,-11,17,1,13,-9",250,48518
48519,"9,1,-11,17,1,13,1",250,48519
48520,"-1,-9,-11,17,1,-12,-9",250,48520
48521,"9,5,13,17,1,-12,1",250,48521
48522,"9,-9,-11,17,1,-12,1",250,48522
48523,"9,-7,13,17,1,13,1",250,48523
48524,"-1,5,13,18,-12,-12,-9",250,48524
48525,"-1,-7,13,18,-12,13,-9",250,48525
48526,"-1,1,-11,18,8,13,-9",250,48526
48527,"9,1,-11,18,8,13,1",250,48527
48528,"-1,-9,-11,18,8,-12,-9",250,48528
48529,"9,5,13,18,8,-12,1",250,48529
48530,"9,-9,-11,18,8,-12,1",250,48530
48531,"9,-7,13,18,8,13,1",250,48531
48532,"-1,-10,12,21,-14,-12,-9",250,48532
48533,"-1,11,9,21,5,-12,-9",250,48533
48534,"9,11,9,21,5,-12,1",250,48534
48535,"-1,2,9,21,5,13,-9",250,48535
48536,"9,2,9,21,5,13,1",250,48536
48537,"-1,5,12,21,-14,13,-9",250,48537
48538,"-1,-10,12,-16,-2,-12,-9",250,48538
48539,"-1,5,13,22,-2,-12,-9",250,48539
48540,"-1,11,9,-16,-2,-12,-9",250,48540
48541,"9,11,9,-16,-2,-12,1",250,48541
48542,"-1,2,9,-16,-2,13,-9",250,48542
48543,"9,2,9,-16,-2,13,1",250,48543
48544,"-1,-10,12,24,-3,-12,-9",250,48544
48545,"-1,5,13,24,-3,-12,-9",250,48545
48546,"-1,11,-11,21,-3,-12,-9",250,48546
48547,"9,11,-11,21,-3,-12,1",250,48547
48548,"-1,-7,12,24,-3,13,-9",250,48548
48549,"-1,2,-11,21,-3,13,-9",250,48549
48550,"9,2,-11,21,-3,13,1",250,48550
48551,"-1,-10,13,-7,-24,-12,-9",250,48551
48552,"-1,5,13,3,-24,-12,-9",250,48552
48553,"-1,-7,13,-7,-24,13,-9",250,48553
48554,"-1,1,-11,-7,-24,13,-9",250,48554
48555,"9,1,-11,-7,-24,13,1",250,48555
48556,"-1,5,13,2,-22,-12,-9",250,48556
48557,"-1,-7,13,2,-22,13,-9",250,48557
48558,"-1,1,-11,2,16,13,-9",250,48558
48559,"9,1,-11,2,16,13,1",250,48559
48560,"-1,-10,12,8,-18,-12,-9",250,48560
48561,"-1,5,13,12,-18,-12,-9",250,48561
48562,"-1,11,9,8,-18,-12,-9",250,48562
48563,"9,11,9,8,-18,-12,1",250,48563
48564,"-1,-7,12,12,-18,13,-9",250,48564
48565,"-1,2,9,8,-18,13,-9",250,48565
48566,"-1,5,12,8,-18,13,-9",250,48566
48567,"9,2,9,8,-18,13,1",250,48567
48568,"-1,-10,12,-1,-17,-12,-9",250,48568
48569,"-1,5,13,9,-17,-12,-9",250,48569
48570,"-1,11,9,-1,-17,-12,-9",250,48570
48571,"9,11,9,-1,-17,-12,1",250,48571
48572,"-1,-7,12,9,-17,13,-9",250,48572
48573,"-1,2,9,-1,-17,13,-9",250,48573
48574,"-1,5,12,-1,-17,13,-9",250,48574
48575,"9,2,9,-1,-17,13,1",250,48575
48576,"-1,-9,-11,2,16,-12,-9",250,48576
48577,"9,5,13,2,16,-12,1",250,48577
48578,"9,-9,-11,2,16,-12,1",250,48578
48579,"-1,5,13,17,-17,-12,-9",251,48579
48580,"-1,1,9,16,-16,13,-9",251,48580
48581,"9,1,9,16,-16,13,1",251,48581
48582,"9,5,12,16,-16,13,1",251,48582
48583,"9,-10,12,16,-16,-12,1",251,48583
48584,"9,5,13,17,-16,-12,1",251,48584
48585,"-1,5,13,12,-12,-12,-9",251,48585
48586,"-1,11,-11,12,-12,-12,-9",251,48586
48587,"9,11,-11,12,-12,-12,1",251,48587
48588,"-1,-7,13,12,-12,13,-9",251,48588
48589,"-1,2,-11,12,-12,13,-9",251,48589
48590,"9,2,-11,12,-12,13,1",251,48590
48591,"-1,5,13,17,-12,-12,-9",251,48591
48592,"-1,-7,13,17,-12,13,-9",251,48592
48593,"-1,1,-11,17,8,13,-9",251,48593
48594,"9,1,-11,17,8,13,1",251,48594
48595,"-1,-9,-11,17,8,-12,-9",251,48595
48596,"9,5,13,17,8,-12,1",251,48596
48597,"9,-9,-11,17,8,-12,1",251,48597
48598,"9,-7,13,17,8,13,1",251,48598
48599,"-1,5,12,21,-2,13,-9",251,48599
48600,"-1,-10,12,21,-2,-12,-9",251,48600
48601,"-1,5,13,24,-2,-12,-9",251,48601
48602,"-1,11,9,21,-2,-12,-9",251,48602
48603,"9,11,9,21,-2,-12,1",251,48603
48604,"-1,2,9,21,-2,13,-9",251,48604
48605,"9,2,9,21,-2,13,1",251,48605
48606,"-1,5,13,2,-24,-12,-9",251,48606
48607,"-1,-7,13,2,-24,13,-9",251,48607
48608,"-1,1,-11,2,21,13,-9",251,48608
48609,"9,1,-11,2,21,13,1",251,48609
48610,"-1,-10,12,8,-17,-12,-9",251,48610
48611,"-1,5,13,12,-17,-12,-9",251,48611
48612,"-1,11,9,8,-17,-12,-9",251,48612
48613,"9,11,9,8,-17,-12,1",251,48613
48614,"-1,-7,12,12,-17,13,-9",251,48614
48615,"-1,2,9,8,-17,13,-9",251,48615
48616,"-1,5,12,8,-17,13,-9",251,48616
48617,"9,2,9,8,-17,13,1",251,48617
48618,"-1,-9,-11,2,21,-12,-9",251,48618
48619,"9,5,13,2,21,-12,1",251,48619
48620,"9,-9,-11,2,21,-12,1",251,48620
48621,"9,-7,13,2,21,13,1",251,48621
48622,"-1,-10,12,16,-17,-12,-9",251,48622
48623,"-1,-9,9,16,-16,-12,-9",251,48623
48624,"9,-9,9,16,-16,-12,1",251,48624
48625,"-1,5,12,16,-17,13,-9",251,48625
48626,"9,-9,9,17,5,-12,1",252,48626
48627,"-1,1,9,17,5,13,-9",252,48627
48628,"9,-7,12,17,-7,13,1",252,48628
48629,"9,1,9,17,5,13,1",252,48629
48630,"-1,-9,9,5,-17,-12,-9",252,48630
48631,"9,-9,9,5,-17,-12,1",252,48631
48632,"-1,1,9,5,-17,13,-9",252,48632
48633,"9,1,9,5,-17,13,1",252,48633
48634,"-1,8,-2,5,18,13,-9",252,48634
48635,"9,8,-2,5,18,13,1",252,48635
48636,"-1,-12,-2,5,18,-12,-9",252,48636
48637,"9,-12,-2,5,18,-12,1",252,48637
48638,"-1,8,-2,5,22,-11,-9",252,48638
48639,"9,8,-2,5,22,-11,1",252,48639
48640,"-1,-12,-2,5,22,-2,-9",252,48640
48641,"9,-12,-2,5,22,-2,1",252,48641
48642,"-1,-9,-11,5,-12,-12,-9",252,48642
48643,"9,-9,-11,5,-12,-12,1",252,48643
48644,"-1,1,-11,5,-12,13,-9",252,48644
48645,"9,1,-11,5,-12,13,1",252,48645
48646,"-1,-10,12,12,-10,-12,-9",252,48646
48647,"-1,-7,12,12,-10,13,-9",252,48647
48648,"-1,11,9,12,5,-12,-9",252,48648
48649,"9,11,9,12,5,-12,1",252,48649
48650,"-1,2,9,12,5,13,-9",252,48650
48651,"9,2,9,12,5,13,1",252,48651
48652,"-1,11,2,-22,5,8,-9",252,48652
48653,"9,11,2,-22,5,8,1",252,48653
48654,"-1,2,2,-22,5,12,-9",252,48654
48655,"9,2,2,-22,5,12,1",252,48655
48656,"-1,11,12,-18,5,8,-9",252,48656
48657,"9,11,12,-18,5,8,1",252,48657
48658,"-1,2,12,-18,5,12,-9",252,48658
48659,"9,2,12,-18,5,12,1",252,48659
48660,"-1,-10,12,17,-10,-12,-9",252,48660
48661,"-1,-7,12,17,-10,13,-9",252,48661
48662,"-1,-9,9,17,5,-12,-9",252,48662
48663,"9,-10,12,17,-7,-12,1",252,48663
48664,"-1,2,9,12,-7,13,-9",253,48664
48665,"-1,8,9,2,5,13,-9",253,48665
48666,"9,2,9,12,-7,13,1",253,48666
48667,"9,8,9,2,5,13,1",253,48667
48668,"-1,-12,9,10,-2,-12,-9",253,48668
48669,"-1,-9,12,5,-2,-12,-9",253,48669
48670,"9,-12,9,10,-2,-12,1",253,48670
48671,"9,-9,12,5,-2,-12,1",253,48671
48672,"-1,1,12,5,-2,13,-9",253,48672
48673,"-1,8,9,10,-2,13,-9",253,48673
48674,"9,1,12,5,-2,13,1",253,48674
48675,"9,8,9,10,-2,13,1",253,48675
48676,"-1,-12,-2,5,2,-12,-9",253,48676
48677,"9,-12,-2,5,2,-12,1",253,48677
48678,"-1,8,-2,5,2,13,-9",253,48678
48679,"9,8,-2,5,2,13,1",253,48679
48680,"-1,11,2,-12,5,8,-9",253,48680
48681,"-1,11,12,-2,5,8,-9",253,48681
48682,"9,11,2,-12,5,8,1",253,48682
48683,"9,11,12,-2,5,8,1",253,48683
48684,"-1,2,2,-12,5,12,-9",253,48684
48685,"-1,2,12,-2,5,12,-9",253,48685
48686,"9,2,2,-12,5,12,1",253,48686
48687,"9,2,12,-2,5,12,1",253,48687
48688,"-1,-12,-12,-7,6,-12,-9",253,48688
48689,"9,-12,-12,-7,6,-12,1",253,48689
48690,"-1,8,-12,-7,6,13,-9",253,48690
48691,"9,8,-12,-7,6,13,1",253,48691
48692,"-1,13,2,11,7,8,-9",253,48692
48693,"-1,13,12,6,7,8,-9",253,48693
48694,"9,13,2,11,7,8,1",253,48694
48695,"9,13,12,6,7,8,1",253,48695
48696,"-1,12,2,11,7,12,-9",253,48696
48697,"-1,12,12,6,7,12,-9",253,48697
48698,"9,12,2,11,7,12,1",253,48698
48699,"9,12,12,6,7,12,1",253,48699
48700,"-1,12,-2,-7,2,13,-9",253,48700
48701,"9,12,-2,-7,2,13,1",253,48701
48702,"-1,8,-2,5,12,-11,-9",253,48702
48703,"9,8,-2,5,12,-11,1",253,48703
48704,"-1,-12,-2,5,12,-2,-9",253,48704
48705,"9,-12,-2,5,12,-2,1",253,48705
48706,"-1,-9,-11,7,-12,-12,-9",253,48706
48707,"9,-9,-11,7,-12,-12,1",253,48707
48708,"-1,1,-11,7,-12,13,-9",253,48708
48709,"9,1,-11,7,-12,13,1",253,48709
48710,"-1,8,-12,-7,-11,-11,-9",253,48710
48711,"9,8,-12,-7,-11,-11,1",253,48711
48712,"-1,-12,-12,-7,-11,-2,-9",253,48712
48713,"9,-12,-12,-7,-11,-2,1",253,48713
48714,"-1,-9,12,2,-10,-12,-9",253,48714
48715,"9,-9,12,2,-10,-12,1",253,48715
48716,"-1,1,12,2,-10,13,-9",253,48716
48717,"9,1,12,2,-10,13,1",253,48717
48718,"-1,11,9,12,-7,-12,-9",253,48718
48719,"-1,-12,9,2,5,-12,-9",253,48719
48720,"9,11,9,12,-7,-12,1",253,48720
48721,"9,-12,9,2,5,-12,1",253,48721
48722,"9,-12,5,-18,-16,-1,1",254,48722
48723,"-1,8,5,-18,-16,9,-9",254,48723
48724,"9,8,5,-18,-16,9,1",254,48724
48725,"-1,-9,5,-17,-17,-1,-9",254,48725
48726,"9,-9,5,-17,-17,-1,1",254,48726
48727,"-1,1,5,-17,-17,9,-9",254,48727
48728,"9,1,5,-17,-17,9,1",254,48728
48729,"-1,11,5,-22,-16,-1,-9",254,48729
48730,"9,11,5,-22,-16,-1,1",254,48730
48731,"-1,2,5,-22,-16,9,-9",254,48731
48732,"9,2,5,-22,-16,9,1",254,48732
48733,"-1,2,5,16,16,-11,-9",254,48733
48734,"9,2,5,16,16,-11,1",254,48734
48735,"-1,11,5,16,16,-2,-9",254,48735
48736,"9,11,5,16,16,-2,1",254,48736
48737,"-1,1,4,17,17,-11,-9",254,48737
48738,"9,1,4,17,17,-11,1",254,48738
48739,"-1,-9,-15,17,17,-2,-9",254,48739
48740,"9,-9,-15,17,17,-2,1",254,48740
48741,"-1,-9,5,17,17,-1,-9",254,48741
48742,"9,-10,1,17,17,-1,1",254,48742
48743,"9,-9,5,17,17,-1,1",254,48743
48744,"-1,1,5,17,17,9,-9",254,48744
48745,"9,-7,1,17,17,9,1",254,48745
48746,"9,1,5,17,17,9,1",254,48746
48747,"-1,1,-7,23,17,-11,-9",254,48747
48748,"9,1,-7,23,17,-11,1",254,48748
48749,"-1,-9,-15,23,17,-1,-9",254,48749
48750,"9,-10,1,23,17,-1,1",254,48750
48751,"9,-9,-15,23,17,-1,1",254,48751
48752,"-1,1,-15,23,17,9,-9",254,48752
48753,"-1,2,4,23,17,9,-9",254,48753
48754,"9,-7,1,23,17,9,1",254,48754
48755,"9,1,-15,23,17,9,1",254,48755
48756,"9,2,4,23,17,9,1",254,48756
48757,"-1,8,5,-22,18,9,-9",254,48757
48758,"9,8,5,-22,18,9,1",254,48758
48759,"-1,-12,7,-24,20,7,-9",254,48759
48760,"-1,8,7,-24,20,10,-9",254,48760
48761,"-1,-12,5,-22,18,-1,-9",254,48761
48762,"9,-12,5,-22,18,-1,1",254,48762
48763,"-1,1,-3,21,20,-11,-9",254,48763
48764,"-1,1,4,21,20,-11,-9",254,48764
48765,"9,1,-3,21,20,-11,1",254,48765
48766,"9,1,4,21,20,-11,1",254,48766
48767,"-1,-9,15,21,20,-1,-9",254,48767
48768,"9,-9,15,21,20,-1,1",254,48768
48769,"9,-12,7,24,20,7,1",254,48769
48770,"-1,1,15,21,20,9,-9",254,48770
48771,"9,1,15,21,20,9,1",254,48771
48772,"9,8,7,24,20,10,1",254,48772
48773,"-1,1,5,-16,-22,-11,-9",254,48773
48774,"9,1,5,-16,-22,-11,1",254,48774
48775,"-1,-9,5,-16,-22,-2,-9",254,48775
48776,"9,-9,5,-16,-22,-2,1",254,48776
48777,"-1,1,4,17,23,-11,-9",254,48777
48778,"9,1,4,17,23,-11,1",254,48778
48779,"-1,-9,4,17,23,-2,-9",254,48779
48780,"9,-9,4,17,23,-2,1",254,48780
48781,"-1,-10,1,17,23,-1,-9",254,48781
48782,"-1,-9,15,17,23,-1,-9",254,48782
48783,"9,-9,15,17,23,-1,1",254,48783
48784,"-1,-7,1,17,23,9,-9",254,48784
48785,"-1,1,15,17,23,9,-9",254,48785
48786,"9,1,15,17,23,9,1",254,48786
48787,"-1,-10,1,23,23,-1,-9",254,48787
48788,"-1,-9,4,23,23,-1,-9",254,48788
48789,"9,-9,4,23,23,-1,1",254,48789
48790,"-1,-7,1,23,23,9,-9",254,48790
48791,"-1,1,4,23,23,9,-9",254,48791
48792,"9,1,4,23,23,9,1",254,48792
48793,"9,-10,1,20,21,-1,1",254,48793
48794,"9,-7,1,20,21,9,1",254,48794
48795,"-1,-10,1,20,-24,-1,-9",254,48795
48796,"-1,-9,-15,20,21,-1,-9",254,48796
48797,"9,-9,-15,20,21,-1,1",254,48797
48798,"-1,-7,1,20,-24,9,-9",254,48798
48799,"-1,1,-15,20,21,9,-9",254,48799
48800,"9,1,-15,20,21,9,1",254,48800
48801,"-1,-9,5,-11,-12,-12,-9",254,48801
48802,"9,-9,5,-11,-12,-12,1",254,48802
48803,"-1,1,5,-11,-12,13,-9",254,48803
48804,"9,1,5,-11,-12,13,1",254,48804
48805,"-1,-12,10,13,-11,-1,-9",254,48805
48806,"-1,13,5,-12,-11,-1,-9",254,48806
48807,"9,-12,10,13,-11,-1,1",254,48807
48808,"9,13,5,-12,-11,-1,1",254,48808
48809,"-1,-12,5,-11,-11,8,-9",254,48809
48810,"9,-12,5,-11,-11,8,1",254,48810
48811,"-1,8,10,13,-11,9,-9",254,48811
48812,"-1,12,5,-12,-11,9,-9",254,48812
48813,"9,8,10,13,-11,9,1",254,48813
48814,"9,12,5,-12,-11,9,1",254,48814
48815,"-1,8,5,-11,-11,12,-9",254,48815
48816,"9,8,5,-11,-11,12,1",254,48816
48817,"-1,-7,1,13,13,-11,-9",254,48817
48818,"-1,1,7,13,13,-11,-9",254,48818
48819,"-1,2,4,13,13,-11,-9",254,48819
48820,"9,1,7,13,13,-11,1",254,48820
48821,"9,2,4,13,13,-11,1",254,48821
48822,"-1,-10,1,13,13,-2,-9",254,48822
48823,"-1,-9,7,13,13,-2,-9",254,48823
48824,"-1,11,4,13,13,-2,-9",254,48824
48825,"9,-9,7,13,13,-2,1",254,48825
48826,"9,11,4,13,13,-2,1",254,48826
48827,"-1,-10,2,13,13,-1,-9",254,48827
48828,"-1,-9,6,13,13,-1,-9",254,48828
48829,"-1,11,-7,13,13,-1,-9",254,48829
48830,"9,-9,6,13,13,-1,1",254,48830
48831,"9,11,-7,13,13,-1,1",254,48831
48832,"-1,-9,-10,-11,13,8,-9",254,48832
48833,"9,-9,-10,-11,13,8,1",254,48833
48834,"-1,-7,2,13,13,9,-9",254,48834
48835,"-1,1,6,13,13,9,-9",254,48835
48836,"-1,2,-7,13,13,9,-9",254,48836
48837,"9,1,6,13,13,9,1",254,48837
48838,"9,2,-7,13,13,9,1",254,48838
48839,"-1,1,-10,-11,13,12,-9",254,48839
48840,"9,1,-10,-11,13,12,1",254,48840
48841,"-1,13,7,-24,6,-1,-9",254,48841
48842,"9,13,7,-24,6,-1,1",254,48842
48843,"-1,12,7,-24,6,9,-9",254,48843
48844,"9,12,7,-24,6,9,1",254,48844
48845,"-1,-9,5,-23,-11,8,-9",254,48845
48846,"9,-9,5,-23,-11,8,1",254,48846
48847,"-1,1,5,-23,-11,12,-9",254,48847
48848,"9,1,5,-23,-11,12,1",254,48848
48849,"-1,-9,5,-23,-9,-12,-9",254,48849
48850,"9,-9,5,-23,-9,-12,1",254,48850
48851,"-1,1,-10,22,-9,12,-9",254,48851
48852,"9,1,-10,22,-9,12,1",254,48852
48853,"-1,1,5,-23,-9,13,-9",254,48853
48854,"9,1,5,-23,-9,13,1",254,48854
48855,"-1,-12,5,-23,-3,8,-9",254,48855
48856,"9,-12,5,-23,-3,8,1",254,48856
48857,"-1,8,5,-23,-3,12,-9",254,48857
48858,"9,8,5,-23,-3,12,1",254,48858
48859,"-1,-9,5,-23,-2,-12,-9",254,48859
48860,"9,-9,5,-23,-2,-12,1",254,48860
48861,"-1,-12,5,-23,-2,-1,-9",254,48861
48862,"9,-12,5,-23,-2,-1,1",254,48862
48863,"-1,8,5,-23,-2,9,-9",254,48863
48864,"9,8,5,-23,-2,9,1",254,48864
48865,"-1,1,5,-23,-2,13,-9",254,48865
48866,"9,1,5,-23,-2,13,1",254,48866
48867,"-1,-10,1,-23,-12,-1,-9",254,48867
48868,"-1,-9,-14,-23,-12,-1,-9",254,48868
48869,"-1,11,-15,-23,-12,-1,-9",254,48869
48870,"9,-9,-14,-23,-12,-1,1",254,48870
48871,"9,11,-15,-23,-12,-1,1",254,48871
48872,"-1,-7,1,-23,-12,9,-9",254,48872
48873,"-1,1,-14,-23,-12,9,-9",254,48873
48874,"-1,2,-15,-23,-12,9,-9",254,48874
48875,"9,1,-14,-23,-12,9,1",254,48875
48876,"9,2,-15,-23,-12,9,1",254,48876
48877,"-1,-12,10,-22,9,-1,-9",254,48877
48878,"-1,13,5,-22,-11,-1,-9",254,48878
48879,"9,-12,10,-22,9,-1,1",254,48879
48880,"9,13,5,-22,-11,-1,1",254,48880
48881,"-1,12,5,-22,-11,9,-9",254,48881
48882,"9,12,5,-22,-11,9,1",254,48882
48883,"-1,8,10,-22,9,9,-9",254,48883
48884,"9,8,10,-22,9,9,1",254,48884
48885,"-1,-12,5,-22,10,8,-9",254,48885
48886,"9,-12,5,-22,10,8,1",254,48886
48887,"-1,8,5,-22,10,12,-9",254,48887
48888,"9,8,5,-22,10,12,1",254,48888
48889,"-1,-12,5,-18,-11,8,-9",254,48889
48890,"9,-12,5,-18,-11,8,1",254,48890
48891,"-1,8,5,-18,-11,12,-9",254,48891
48892,"9,8,5,-18,-11,12,1",254,48892
48893,"-1,-9,5,-17,-11,8,-9",254,48893
48894,"9,-9,5,-17,-11,8,1",254,48894
48895,"-1,1,5,-17,-11,12,-9",254,48895
48896,"9,1,5,-17,-11,12,1",254,48896
48897,"-1,-9,5,-17,-2,-12,-9",254,48897
48898,"9,-9,5,-17,-2,-12,1",254,48898
48899,"-1,13,5,-17,-2,-1,-9",254,48899
48900,"9,13,5,-17,-2,-1,1",254,48900
48901,"-1,12,5,-17,-2,9,-9",254,48901
48902,"9,12,5,-17,-2,9,1",254,48902
48903,"-1,1,5,-17,-2,13,-9",254,48903
48904,"9,1,5,-17,-2,13,1",254,48904
48905,"-1,-9,5,-16,11,-12,-9",254,48905
48906,"9,-9,5,-16,11,-12,1",254,48906
48907,"-1,1,5,-16,11,13,-9",254,48907
48908,"9,1,5,-16,11,13,1",254,48908
48909,"-1,-9,-7,20,-12,-12,-9",254,48909
48910,"9,-9,-7,20,-12,-12,1",254,48910
48911,"-1,1,-7,20,-12,13,-9",254,48911
48912,"9,1,-7,20,-12,13,1",254,48912
48913,"-1,-9,-7,20,13,8,-9",254,48913
48914,"9,-9,-7,20,13,8,1",254,48914
48915,"-1,1,-7,20,13,12,-9",254,48915
48916,"9,1,-7,20,13,12,1",254,48916
48917,"-1,1,10,21,11,-11,-9",254,48917
48918,"9,1,10,21,11,-11,1",254,48918
48919,"-1,-9,10,21,11,-2,-9",254,48919
48920,"9,-9,10,21,11,-2,1",254,48920
48921,"-1,-9,-10,22,-9,8,-9",254,48921
48922,"9,-9,-10,22,-9,8,1",254,48922
48923,"-1,13,5,23,-1,-1,-9",254,48923
48924,"9,13,5,23,-1,-1,1",254,48924
48925,"-1,12,5,23,-1,9,-9",254,48925
48926,"9,12,5,23,-1,9,1",254,48926
48927,"-1,11,-10,23,8,-1,-9",254,48927
48928,"9,11,-10,23,8,-1,1",254,48928
48929,"-1,2,-10,23,8,9,-9",254,48929
48930,"9,2,-10,23,8,9,1",254,48930
48931,"-1,1,-15,23,12,-11,-9",254,48931
48932,"9,-7,1,23,12,-11,1",254,48932
48933,"9,1,-15,23,12,-11,1",254,48933
48934,"-1,-9,-15,23,12,-2,-9",254,48934
48935,"9,-10,1,23,12,-2,1",254,48935
48936,"9,-9,-15,23,12,-2,1",254,48936
48937,"9,-10,2,23,12,-1,1",254,48937
48938,"9,-7,2,23,12,9,1",254,48938
48939,"-1,-7,1,23,13,-11,-9",254,48939
48940,"-1,2,4,23,12,-11,-9",254,48940
48941,"9,2,4,23,12,-11,1",254,48941
48942,"-1,-10,1,23,13,-2,-9",254,48942
48943,"-1,11,4,23,12,-2,-9",254,48943
48944,"9,11,4,23,12,-2,1",254,48944
48945,"-1,-10,2,23,13,-1,-9",254,48945
48946,"-1,11,-7,23,13,-1,-9",254,48946
48947,"-1,-9,3,23,12,-1,-9",254,48947
48948,"9,11,-7,23,13,-1,1",254,48948
48949,"9,-9,3,23,12,-1,1",254,48949
48950,"-1,-7,2,23,13,9,-9",254,48950
48951,"-1,2,-7,23,13,9,-9",254,48951
48952,"-1,1,3,23,12,9,-9",254,48952
48953,"9,2,-7,23,13,9,1",254,48953
48954,"9,1,3,23,12,9,1",254,48954
48955,"-1,11,7,24,5,-12,-9",254,48955
48956,"9,11,7,24,5,-12,1",254,48956
48957,"-1,2,7,24,5,13,-9",254,48957
48958,"9,2,7,24,5,13,1",254,48958
48959,"-1,1,-3,24,11,9,-9",254,48959
48960,"9,1,-3,24,11,9,1",254,48960
48961,"-1,11,15,24,11,-1,-9",254,48961
48962,"9,11,15,24,11,-1,1",254,48962
48963,"-1,2,15,24,11,9,-9",254,48963
48964,"9,2,15,24,11,9,1",254,48964
48965,"-1,1,15,-24,-11,-11,-9",254,48965
48966,"9,1,15,-24,-11,-11,1",254,48966
48967,"-1,-9,15,-24,-11,-2,-9",254,48967
48968,"9,-9,15,-24,-11,-2,1",254,48968
48969,"-1,-9,6,-24,-11,-1,-9",254,48969
48970,"-1,-9,14,-24,-11,-1,-9",254,48970
48971,"9,-9,6,-24,-11,-1,1",254,48971
48972,"9,-9,14,-24,-11,-1,1",254,48972
48973,"-1,1,6,-24,-11,9,-9",254,48973
48974,"-1,1,14,-24,-11,9,-9",254,48974
48975,"9,1,6,-24,-11,9,1",254,48975
48976,"9,1,14,-24,-11,9,1",254,48976
48977,"-1,-12,7,25,6,-1,-9",254,48977
48978,"9,-12,7,25,6,-1,1",254,48978
48979,"-1,8,7,25,6,9,-9",254,48979
48980,"9,8,7,25,6,9,1",254,48980
48981,"-1,1,7,25,11,-11,-9",254,48981
48982,"-1,2,4,24,11,-11,-9",254,48982
48983,"9,1,7,25,11,-11,1",254,48983
48984,"9,2,4,24,11,-11,1",254,48984
48985,"-1,-9,7,25,11,-2,-9",254,48985
48986,"-1,11,4,24,11,-2,-9",254,48986
48987,"9,-9,7,25,11,-2,1",254,48987
48988,"9,11,4,24,11,-2,1",254,48988
48989,"-1,-10,1,24,11,-1,-9",254,48989
48990,"-1,-9,-3,24,11,-1,-9",254,48990
48991,"9,-9,-3,24,11,-1,1",254,48991
48992,"-1,-7,1,24,11,9,-9",254,48992
48993,"-1,-9,-7,6,-24,-12,-9",254,48993
48994,"9,-9,-7,6,-24,-12,1",254,48994
48995,"-1,1,-7,6,-24,13,-9",254,48995
48996,"9,1,-7,6,-24,13,1",254,48996
48997,"-1,1,15,-12,-23,-11,-9",254,48997
48998,"9,1,15,-12,-23,-11,1",254,48998
48999,"-1,-9,15,-12,-23,-2,-9",254,48999
49000,"9,-9,15,-12,-23,-2,1",254,49000
49001,"-1,-12,5,-11,-23,-1,-9",254,49001
49002,"-1,-12,10,-9,22,-1,-9",254,49002
49003,"-1,-9,6,-12,-23,-1,-9",254,49003
49004,"-1,-9,14,-12,-23,-1,-9",254,49004
49005,"-1,13,5,-9,-23,-1,-9",254,49005
49006,"-1,13,5,-2,-23,-1,-9",254,49006
49007,"9,-12,5,-11,-23,-1,1",254,49007
49008,"9,-12,10,-9,22,-1,1",254,49008
49009,"9,-9,6,-12,-23,-1,1",254,49009
49010,"9,-9,14,-12,-23,-1,1",254,49010
49011,"9,13,5,-9,-23,-1,1",254,49011
49012,"9,13,5,-2,-23,-1,1",254,49012
49013,"-1,-12,5,-3,-23,8,-9",254,49013
49014,"-1,-9,5,-2,-23,8,-9",254,49014
49015,"9,-12,5,-3,-23,8,1",254,49015
49016,"9,-9,5,-2,-23,8,1",254,49016
49017,"-1,1,6,-12,-23,9,-9",254,49017
49018,"-1,1,14,-12,-23,9,-9",254,49018
