id,design_vector,id_in_matlab
3105,0000000000011100000000000011000000000111000000000000000100000000011000,3105
3106,0000000000111100000000000011000000001101000000000000000100000000110100,3106
3107,0000000000111100000000000011000000001101000000000000000100000000110000,3107
3108,0000000001111100000000000011000000000001010000000000000000000000000101,3108
3109,0000000001111100000000000011000000000001010000000000000000000000000001,3109
3110,0000000001111100000000000011000000001001010000000000000000000000000001,3110
3111,0000000001111100000000000011000000001001010000000000000000000000000101,3111
3112,0000000001111100000000100011000000000001010000000010000000000000100001,3112
3113,0000000001111100000000000111000000000010010000000000001000000000000011,3113
3114,0000000001111100000000000011000000001001010000000000000000000000100101,3114
3115,0000000000111100000000000011000000000101010000000000000000000000010001,3115
3116,0000000000111100000000000011000000000101010000000000000000000000010101,3116
3117,0000000001111100000000000011000000001001010000000000000000000000100001,3117
3118,0000000000111100000000000011000000000101010000000000000000000000010100,3118
3119,0000000000111100000000000011000000000101010000000000000000000000010000,3119
3120,0000000001111100000000000011000000001011010000000000000000000000100001,3120
3121,0000000001111100000000000011000000001011010000000000000000000000100101,3121
3122,0000000011111100000000000011000000010011010000000000000000000001000001,3122
3123,0000000011111100000000000011000000010011010000000000000000000001000101,3123
3124,0000000011111100000000000011000000000011010000000000000000000000000001,3124
3125,0000000011111100000000000011000000000011010000000000000000000000000101,3125
3126,0000000000111100000000000011000000000001000000000000000100000000010000,3126
3127,0000000000111100000000000011000000000101000000000000000100000000100000,3127
3128,0000000001111100000000000011000000001011000000000000000100000000100100,3128
3129,0000000001111100000000000011000000001011000000000000000100000000100000,3129
3130,0000000000111100000000010011000000001001010000000001000000000000110001,3130
3131,0000000001111100000000100011000000010001010000000010000000000001100001,3131
3132,0000000001111100000000000111000000001010010000000000001000000000100011,3132
3133,0000000001111100000000000111000000000010010000000000001000000000000010,3133
3134,0000000011111100000001000011000000000011010000000100000000000001000001,3134
3135,0000000001111100000000000011000000000011000000000000000100000000100000,3135
3136,0000000001111100000000000011000000011011000000000000000100000001100100,3136
3137,0000000000111100000000000011000000000111010000000000000100000000011100,3137
3138,0000000000111100000000000011000000001111000000000000000100000000110100,3138
3139,0000000000111100000000000011000000000111010000000000000100000000010100,3139
3140,0000000000111100000000000011000000001111000000000000000100000000110000,3140
3141,0000000001111100000000000011000000011011000000000000000100000001100000,3141
3142,0000000000111100000000010011000000001001010000000001000000000000110000,3142
3143,0000000001111100000000100011000000010011010000000010000000000001100001,3143
3144,0000000001111100000000000111000000001010010000000000001000000000100010,3144
3145,0000000011111100000001000011000000100011010000000100000000000011000001,3145
3146,0000000001111100000000000111000000001110010000000000001100000000101010,3146
3147,0000000011111100000000000111000000011110000000000000000100000001011000,3147
3148,0000000001111100000000000111000000001110000000000000000100000000111000,3148
3149,0000000011111100000000000111000000011110000000000000000100000001001000,3149
3150,0000000000111100000000010011000000000011000000000001000000000000100100,3150
3151,0000000001111100000000100011000000000111000000000010000000000001000100,3151
3152,0000000001111100000000100011000000001011000000000010000000000000110100,3152
3153,0000000011111100000001000011000000010111000000000100000000000001100100,3153
3154,0000000000011100000000000001000000001111100000000000100000000000011110,3154
3155,0000000000111100000000000001000000000111100000000001000000000000011110,3155
3156,0000000000001100000000000001000000000011100000000000010000000000001110,3156
3157,0000000000001100000000000001000000000111100000000000010000000000001110,3157
3158,0000000000001100000000000001000000000011100000000000010000000000001100,3158
3159,0000000000011100000000000001000000000111100000000000100000000000011110,3159
3160,0000000000011100000000000001000000000111100000000000100000000000011010,3160
3161,0000000000001100000000000001000000000111100000000000010000000000001100,3161
3162,0000000000011100000000000001000000000111100000000000100000000000001010,3162
3163,0000000000011100000000000001000000000011100000000000100000000000001010,3163
3164,0000000000011100000000000001000000000011100000000000100000000000001110,3164
3165,0000000000011100000000000001000000001111100000000000100000000000011010,3165
3166,0000000000111100000000000001000000000111100000000001000000000000010110,3166
3167,0000000000011100000000000001000000000111100000000000100000000000001110,3167
3168,0000000000111100000000000001000000001111100000000001000000000000010110,3168
3169,0000000000111100000000000001000000001111100000000001000000000000011110,3169
3170,0000000000111100000000000001000000001111100000000011000000000000111110,3170
3171,0000000000001100000000000001000000000111100000000000110000000000011110,3171
3172,0000000000001100000000000001000000000111100000000000110000000000011100,3172
3173,0000000000011100000000000001000000001111100000000001100000000000111110,3173
3174,0000000000011100000000000001000000001111100000000001100000000000111010,3174
3175,0000000000011100000000000001000000000111100000000001100000000000011010,3175
3176,0000000000011100000000000001000000000111100000000001100000000000011110,3176
3177,0000000000111100000000000001000000001111100000000011000000000000110110,3177
3178,0000000000111100000000000001000000000101100000000001000000000000010110,3178
3179,0000000000011100000000000001000000000110100000000000100000000000001000,3179
3180,0000000000011100000000000001000000000010100000000000100000000000001000,3180
3181,0000000000011100000000000001000000000010100000000000100000000000001010,3181
3182,0000000000111100000000000001000000000101100000000001000000000000010010,3182
3183,0000000000011100000000000001000000000110100000000000100000000000001010,3183
3184,0000000000111100000000000001000000001101100000000001000000000000010010,3184
3185,0000000000111100000000000001000000001101100000000001000000000000010110,3185
3186,0000000000111100000000000001000000001101100000000011000000000000110110,3186
3187,0000000000011100000000000001000000000110100000000001100000000000011000,3187
3188,0000000000011100000000000001000000000110100000000001100000000000011010,3188
3189,0000000000111100000000000001000000001101100000000011000000000000110010,3189
3190,0000000000111100000000000001000000001101100000000011000000000000110000,3190
3191,0000000001111100000000000001000000011011100000000110000000000001100010,3191
3192,0000000001111100000000000001000000011011100000000110000000000001100110,3192
3193,0000000000111100000000000001000000000101100000000001000000000000010000,3193
3194,0000000001111100000000000001000000001011100000000010000000000000100010,3194
3195,0000000001111100000000000001000000001011100000000010000000000000100110,3195
3196,0000000000001100000000000001000000000001100000000000010000000000001100,3196
3197,0000000000001100000000000001000000000011100000000000010000000000010100,3197
3198,0000000000011100000000000001000000000110100000000000100000000000001100,3198
3199,0000000000011100000000000001000000000010100000000000100000000000001100,3199
3200,0000000000111100000000000001000000000101100000000001000000000000011010,3200
3201,0000000000111100000000000001000000001101100000000001000000000000011010,3201
3202,0000000000111100000000000001000000001111100000000001000000000000110110,3202
3203,0000000000011100000000000001000000000111100000000000100000000000011000,3203
3204,0000000000111100000000000001000000000111100000000001000000000000010010,3204
3205,0000000000111100000000000001000000001111100000000001000000000000110010,3205
3206,0000000001111100000000000001000000001111100000000010000000000000100110,3206
3207,0000000001111100000000000001000000001111100000000010000000000000101110,3207
3208,0000000000011100000000000001000000000011100000000000100000000000011000,3208
3209,0000000000111100000000000001000000000101100000000001000000000000011000,3209
3210,0000000000111100000000000001000000000111100000000001000000000000110010,3210
3211,0000000001111100000000000001000000001011100000000010000000000000110010,3211
3212,0000000000111100000000000001000000011111100000000011000000000001110110,3212
3213,0000000000011100000000000001000000001111100000000001100000000000111000,3213
3214,0000000000111100000000000001000000001111100000000011000000000000110010,3214
3215,0000000000111100000000000001000000011111100000000011000000000001110010,3215
3216,0000000001111100000000000001000000011111100000000110000000000001100110,3216
3217,0000000001111100000000000001000000011111100000000110000000000001101110,3217
3218,0000000000111100000000000111000000011110000000000001001100000001110001,3218
3219,0000000001111100000000000111000000001110010000000010001100000000101010,3219
3220,0000000000111100000000000111000000001110000000000001001100000000110001,3220
3221,0000000000111100000000000011000000011101000000000001000100000000110100,3221
3222,0000000000011100000000000011000000000111010000000000100100000000011100,3222
3223,0000000000011100000000000011000000001111000000000000100100000000011100,3223
3224,0000000000011100000000000011000000000111010000000000100100000000011000,3224
3225,0000000000111100000000000011000000001101000000000001000100000000110100,3225
3226,0000000000111100000000000011000000001101000000000001000100000000110000,3226
3227,0000000000011100000000000011000000001111000000000000100100000000011000,3227
3228,0000000000111100000000000011000000011101000000000001000100000000110000,3228
3229,0000000000011100000000000011000000001111000000000000100100000000111100,3229
3230,0000000000011100000000000011000000001111000000000000100100000000111000,3230
3231,0000000000111100000000000011000000011101000000000001000100000001110100,3231
3232,0000000000111100000000000011000000011101000000000001000100000001110000,3232
3233,0000000000111100000000000001000000001100100000000001000000000000110010,3233
3234,0000000000011100000000000001000000001110100000000000100000000000011000,3234
3235,0000000000011100000000000001000000000110100000000000100000000000011000,3235
3236,0000000000011100000000000001000000000110100000000000100000000000011010,3236
3237,0000000000111100000000000001000000001100100000000001000000000000110000,3237
3238,0000000000011100000000000001000000001110100000000000100000000000011010,3238
3239,0000000000111100000000000001000000011100100000000001000000000000110000,3239
3240,0000000000111100000000000001000000011100100000000001000000000000110010,3240
3241,0000000000111100000000000011000000001101000000000001000100000000110001,3241
3242,0000000000111100000000000001000000011100100000000001000000000001110010,3242
3243,0000000000011100000000000001000000001110100000000000100000000000111000,3243
3244,0000000000011100000000000001000000001110100000000000100000000000111010,3244
3245,0000000000111100000000000001000000011100100000000001000000000001110000,3245
3246,0000000000111100000000000001000000011101100000000001000000000001110000,3246
3247,0000000000111100000000000001000000011101100000000001000000000001110010,3247
3248,0000000001111100000000000001000000111001100000000010000000000011100000,3248
3249,0000000001111100000000000001000000111001100000000010000000000011100010,3249
3250,0000000000111100000000000001000000001101100000000001000000000000110000,3250
3251,0000000000111100000000000001000000001101100000000001000000000000110010,3251
3252,0000000001111100000000000001000000011001100000000010000000000001100000,3252
3253,0000000001111100000000000001000000011001100000000010000000000001100010,3253
3254,0000000000001100000000000101000000000011100000000000110000000000011000,3254
3255,0000000000011100000000001001000000000100100000000001100000000000110000,3255
3256,0000000000001100000000000101000000000110100000000000110000000000101000,3256
3257,0000000000011100000000001001000000001110100000000001100000000000011100,3257
3258,0000000000011100000000001001000000000110100000000001100000000000011100,3258
3259,0000000000001100000000000101000000000010100000000000110000000000011000,3259
3260,0000000000011100000000000011000000000011010000000000100100000000011000,3260
3261,0000000000011100000000000011000000000011000000000000100100000000011000,3261
3262,0000000000011100000000001001000000001100100000000001100000000001010000,3262
3263,0000000000111100000000010001000000001100100000000011000000000000110100,3263
3264,0000000000111100000000010001000000011100100000000011000000000000110100,3264
3265,0000000001111100000000000011000000011011000000000010000100000001100100,3265
3266,0000000001111100000000000011000000011011000000000010000100000001100000,3266
3267,0000000000111100000000000011000000011101000000000001000100000001110001,3267
3268,0000000000111100000000000011000000001101000000000001000100000000010001,3268
3269,0000000000011100000000001001000000000110100000000001100000000000010100,3269
3270,0000000000011100000000001001000000000101100000000001100000000000110000,3270
3271,0000000000111100000000010001000000001101100000000011000000000000111000,3271
3272,0000000000111100000000000011000000000101010000000001000100000000011000,3272
3273,0000000000111100000000010001000000001001100000000011000000000001100000,3273
3274,0000000001111100000000100001000000011001100000000110000000000001101000,3274
3275,0000000001111100000000000011000000111011000000000010000100000011100100,3275
3276,0000000000111100000000000011000000001111010000000001000100000000111100,3276
3277,0000000000111100000000000011000000011111000000000001000100000001110100,3277
3278,0000000000111100000000000011000000001111010000000001000100000000110100,3278
3279,0000000000111100000000000011000000011111000000000001000100000001110000,3279
3280,0000000001111100000000000011000000111011000000000010000100000011100000,3280
3281,0000000000111100000000000011000000011101000000000001000100000000110001,3281
3282,0000000001111100000000000111000000011110010000000010001100000001101010,3282
3283,0000000000011100000000000011000000011111000000000001100100000001111001,3283
3284,0000000000111100000000000011000000011111000000000011000100000001110101,3284
3285,0000000000111100000000000011000000001111000000000011000100000000110101,3285
3286,0000000000011100000000000011000000001111000000000001100100000000111001,3286
3287,0000000000011100000000000001000000011110100000000001100000000000111010,3287
3288,0000000000001100000000000001000000001111100000000000110000000000011110,3288
3289,0000000000011100000000000001000000001110100000000001100000000000111010,3289
3290,0000000000011100000000000001000000001110100000000001100000000000111000,3290
3291,0000000000001100000000000001000000001111100000000000110000000000011100,3291
3292,0000000000011100000000000001000000001111100000000001100000000000011010,3292
3293,0000000000011100000000000001000000011110100000000001100000000000111000,3293
3294,0000000000011100000000000001000000001111100000000001100000000000011110,3294
3295,0000000000111100000000000001000000011101100000000011000000000000110010,3295
3296,0000000000111100000000000001000000011101100000000011000000000000110110,3296
3297,0000000000111100000000000001000000011101100000000011000000000001110110,3297
3298,0000000000001100000000000001000000001111100000000000110000000000111110,3298
3299,0000000000001100000000000001000000001111100000000000110000000000111100,3299
3300,0000000000011100000000000001000000011110100000000001100000000001111010,3300
3301,0000000000011100000000000001000000011110100000000001100000000001111000,3301
3302,0000000000111100000000000001000000011101100000000011000000000001110010,3302
3303,0000000000111100000000000001000000001100100000000011000000000000110010,3303
3304,0000000000011100000000000001000000001110100000000001100000000000011000,3304
3305,0000000000111100000000000001000000001100100000000011000000000000110000,3305
3306,0000000000011100000000000001000000001110100000000001100000000000011010,3306
3307,0000000000111100000000000001000000011100100000000011000000000000110000,3307
3308,0000000000111100000000000001000000011100100000000011000000000000110010,3308
3309,0000000000111100000000000011000000001101000000000011000100000000110001,3309
3310,0000000000111100000000000001000000011100100000000011000000000001110010,3310
3311,0000000000111100000000000001000000011100100000000011000000000001110000,3311
3312,0000000000111100000000000001000000011101100000000011000000000001110000,3312
3313,0000000001111100000000000001000000111001100000000110000000000011100000,3313
3314,0000000001111100000000000001000000111001100000000110000000000011100010,3314
3315,0000000001111100000000000001000000011001100000000110000000000001100000,3315
3316,0000000001111100000000000001000000011001100000000110000000000001100010,3316
3317,0000000000001100000000000001000000000011100000000000110000000000011100,3317
3318,0000000000001100000000000001000000000111100000000000110000000000101100,3318
3319,0000000000011100000000000001000000001110100000000001100000000000011100,3319
3320,0000000000011100000000000001000000000110100000000001100000000000011100,3320
3321,0000000000111100000000000001000000001100100000000011000000000000110100,3321
3322,0000000000111100000000000001000000011100100000000011000000000000110100,3322
3323,0000000000111100000000000011000000011101000000000011000100000001110001,3323
3324,0000000000011100000000000001000000000111100000000001100000000000111000,3324
3325,0000000000111100000000000001000000001101100000000011000000000000111000,3325
3326,0000000000111100000000000001000000001101100000000011000000000001110000,3326
3327,0000000001111100000000000001000000011001100000000110000000000001101000,3327
3328,0000000000111100000000000001000000111101100000000011000000000011110010,3328
3329,0000000000011100000000000001000000011111100000000001100000000001111010,3329
3330,0000000000011100000000000001000000011111100000000001100000000001111000,3330
3331,0000000000111100000000000001000000111101100000000011000000000011110000,3331
3332,0000000001111100000000000001000000111011100000000110000000000011100010,3332
3333,0000000001111100000000000001000000111011100000000110000000000011100110,3333
3334,0000000000111100000000000001000000001111100000000011000000000001110010,3334
3335,0000000000111100000000000001000000001101100000000011000000000000111010,3335
3336,0000000001111100000000000001000000011011100000000110000000000001110010,3336
3337,0000000000011100000000000011000000001111000000000000100100000000111001,3337
3338,0000000000111100000000000011000000001111000000000001000100000000110101,3338
3339,0000000000111100000000000011000000000111000000000001000100000000010101,3339
3340,0000000000011100000000000011000000000111000000000000100100000000011001,3340
3341,0000000000111100000000000001000000001101100000000001000000000000110110,3341
3342,0000000000001100000000000001000000000111100000000000010000000000011110,3342
3343,0000000000001100000000000001000000000111100000000000010000000000011100,3343
3344,0000000000111100000000000001000000000100100000000001000000000000010010,3344
3345,0000000000111100000000000001000000000100100000000001000000000000010000,3345
3346,0000000000111100000000000001000000001100100000000001000000000000010000,3346
3347,0000000000111100000000000001000000001100100000000001000000000000010010,3347
3348,0000000000111100000000000011000000000101000000000001000100000000010001,3348
3349,0000000001111100000000000001000000001001100000000010000000000000100000,3349
3350,0000000001111100000000000001000000001001100000000010000000000000100010,3350
3351,0000000000111100000000000001000000000100100000000001000000000000010100,3351
3352,0000000000111100000000000001000000001100100000000001000000000000010100,3352
3353,0000000000111100000000000001000000000101100000000001000000000000110000,3353
3354,0000000001111100000000000001000000001001100000000010000000000000101000,3354
3355,0000000000011100000000000001000000001111100000000000100000000000111010,3355
3356,0000000000011100000000000001000000001111100000000000100000000000111000,3356
3357,0000000001111100000000000001000000011011100000000010000000000001100010,3357
3358,0000000001111100000000000001000000011011100000000010000000000001100110,3358
3359,0000000000001100000000000101000000000001100000000000010000000000001100,3359
3360,0000000000011100000000001001000000000011100000000000100000000000011010,3360
3361,0000000000001100000000000101000000000011100000000000010000000000010100,3361
3362,0000000000011100000000001001000000000110100000000000100000000000001100,3362
3363,0000000000011100000000001001000000000010100000000000100000000000001100,3363
3364,0000000000011100000000001001000000000111100000000000100000000000101010,3364
3365,0000000000111100000000010001000000000101100000000001000000000000011010,3365
3366,0000000000111100000000010001000000001101100000000001000000000000011010,3366
3367,0000000000011100000000001001000000000011100000000000100000000000011000,3367
3368,0000000000111100000000010001000000000101100000000001000000000000011000,3368
3369,0000000000111100000000010001000000000111100000000001000000000000110010,3369
3370,0000000001111100000000100001000000001011100000000010000000000000110010,3370
3371,0000000000011100000000001001000000000010100000000000100000000000011000,3371
3372,0000000000011100000000001001000000000110100000000000100000000000101000,3372
3373,0000000000111100000000010001000000000100100000000001000000000000010100,3373
3374,0000000000111100000000010001000000001100100000000001000000000000010100,3374
3375,0000000000111100000000010001000000000101100000000001000000000000110000,3375
3376,0000000001111100000000100001000000001001100000000010000000000000101000,3376
3377,0000000000111100000000000111000000111110000000000011001100000011110001,3377
3378,0000000001111100000000000111000000011110010000000110001100000001101010,3378
3379,0000000000111100000000000111000000011110000000000011001100000001110001,3379
3380,0000000000111100000000000011000000111101000000000011000100000001110100,3380
3381,0000000000011100000000000011000000001111010000000001100100000000111100,3381
3382,0000000000011100000000000011000000011111000000000001100100000000111100,3382
3383,0000000000011100000000000011000000001111010000000001100100000000111000,3383
3384,0000000000011100000000000011000000001111000000000001100100000000111100,3384
3385,0000000000111100000000000011000000011101000000000011000100000001110100,3385
3386,0000000000111100000000000011000000011101000000000011000100000001110000,3386
3387,0000000000011100000000000011000000011111000000000001100100000000111000,3387
3388,0000000000011100000000000011000000001111000000000001100100000000111000,3388
3389,0000000000111100000000000011000000111101000000000011000100000001110000,3389
3390,0000000000011100000000000011000000011111000000000001100100000001111100,3390
3391,0000000000011100000000000011000000011111000000000001100100000001111000,3391
3392,0000000000111100000000000011000000111101000000000011000100000011110100,3392
3393,0000000000111100000000000011000000111101000000000011000100000011110000,3393
3394,0000000000111100000000000001000000111100100000000011000000000001110000,3394
3395,0000000000111100000000000001000000111100100000000011000000000001110010,3395
3396,0000000000111100000000000001000000111100100000000011000000000011110010,3396
3397,0000000000111100000000000001000000111100100000000011000000000011110000,3397
3398,0000000001111100000000000001000001111001100000000110000000000111100000,3398
3399,0000000001111100000000000001000001111001100000000110000000000111100010,3399
3400,0000000000001100000000000101000000000111100000000001110000000000111000,3400
3401,0000000000011100000000001001000000001100100000000011100000000001110000,3401
3402,0000000000001100000000000101000000001110100000000001110000000001011000,3402
3403,0000000000011100000000001001000000011110100000000011100000000000111100,3403
3404,0000000000011100000000001001000000001110100000000011100000000000111100,3404
3405,0000000000001100000000000101000000000110100000000001110000000000111000,3405
3406,0000000000011100000000000011000000000111010000000001100100000000111000,3406
3407,0000000000011100000000000011000000000111000000000001100100000000111000,3407
3408,0000000000011100000000001001000000011100100000000011100000000010110000,3408
3409,0000000000111100000000010001000000011100100000000111000000000001110100,3409
3410,0000000000111100000000010001000000111100100000000111000000000001110100,3410
3411,0000000001111100000000000011000000111011000000000110000100000011100100,3411
3412,0000000000111100000000000011000000001111010000000011000100000000111100,3412
3413,0000000000111100000000000011000000011111000000000011000100000001110100,3413
3414,0000000000111100000000000011000000001111010000000011000100000000110100,3414
3415,0000000000111100000000000011000000011111000000000011000100000001110000,3415
3416,0000000001111100000000000011000000111011000000000110000100000011100000,3416
3417,0000000000111100000000000011000000111101000000000011000100000011110001,3417
3418,0000000000111100000000000011000000011101000000000011000100000000110001,3418
3419,0000000000011100000000001001000000001110100000000011100000000000110100,3419
3420,0000000000011100000000001001000000001101100000000011100000000001110000,3420
3421,0000000000111100000000010001000000011101100000000111000000000001111000,3421
3422,0000000000111100000000000011000000001101010000000011000100000000111000,3422
3423,0000000000111100000000010001000000011001100000000111000000000011100000,3423
3424,0000000001111100000000100001000000111001100000001110000000000011101000,3424
3425,0000000001111100000000000011000001111011000000000110000100000111100100,3425
3426,0000000000111100000000000011000000011111010000000011000100000001111100,3426
3427,0000000000111100000000000011000000111111000000000011000100000011110100,3427
3428,0000000000111100000000000011000000011111010000000011000100000001110100,3428
3429,0000000000111100000000000011000000111111000000000011000100000011110000,3429
3430,0000000001111100000000000011000001111011000000000110000100000111100000,3430
3431,0000000000111100000000000011000000111101000000000011000100000001110001,3431
3432,0000000001111100000000000111000000111110010000000110001100000011101010,3432
3433,0000000000011100000000001001000000000101100000000001100000000000110010,3433
3434,0000000000111100000000010001000000001011100000000011000000000001100010,3434
3435,0000000000111100000000010001000000001101100000000011000000000000111010,3435
3436,0000000001111100000000100001000000011011100000000110000000000001110010,3436
3437,0000000001111100000000000011000000111111000000000110000100000011101100,3437
3438,0000000000111100000000000011000000011111000000000011000100000001111100,3438
3439,0000000001111100000000000011000000111111000000000110000100000011100100,3439
3440,0000000000011100000000001001000000001101100000000011100000000001110010,3440
3441,0000000000111100000000010001000000011011100000000111000000000011100010,3441
3442,0000000000111100000000010001000000011101100000000111000000000001111010,3442
3443,0000000001111100000000100001000000111011100000001110000000000011110010,3443
3444,0000000000111100000000000001000000000101100000000000000000000000010110,3444
3445,0000000000011100000000000001000000000010100000000000000000000000000010,3445
3446,0000000000011100000000000001000000000010100000000000000000000000000000,3446
3447,0000000000111100000000000001000000000101100000000000000000000000010000,3447
3448,0000000000011100000000000001000000000010100000000000000000000000001000,3448
3449,0000000000011100000000000001000000000010100000000000000000000000001010,3449
3450,0000000000111100000000000001000000000101100000000000000000000000010010,3450
3451,0000000001111100000000000001000000001011100000000000000000000000100010,3451
3452,0000000001111100000000000001000000001011100000000000000000000000100110,3452
3453,0000000000011100000000001001000000000010100000000000100000000000000100,3453
3454,0000000000011100000000001001000000000001100000000000100000000000010010,3454
3455,0000000000011100000000001001000000000001100000000000100000000000010000,3455
3456,0000000000001100000000000101000000000000100000000000010000000000001000,3456
3457,0000000000111100000000010001000000000011100000000001000000000000100010,3457
3458,0000000000011100000000000001000000000111100000000000000000000000001110,3458
3459,0000000000111100000000000001000000000011100000000000000000000000001110,3459
3460,0000000000001100000000000001000000000001100000000000000000000000000110,3460
3461,0000000000001100000000000001000000000011100000000000000000000000000110,3461
3462,0000000000001100000000000001000000000001100000000000000000000000000100,3462
3463,0000000000011100000000000001000000000011100000000000000000000000001110,3463
3464,0000000000011100000000000001000000000011100000000000000000000000001010,3464
3465,0000000000001100000000000001000000000011100000000000000000000000000100,3465
3466,0000000000011100000000000001000000000011100000000000000000000000000010,3466
3467,0000000000011100000000000001000000000001100000000000000000000000000010,3467
3468,0000000000011100000000000001000000000001100000000000000000000000000110,3468
3469,0000000000011100000000000001000000000111100000000000000000000000001010,3469
3470,0000000000111100000000000001000000000011100000000000000000000000000110,3470
3471,0000000000011100000000000001000000000011100000000000000000000000000110,3471
3472,0000000000111100000000000001000000000111100000000000000000000000000110,3472
3473,0000000000111100000000000001000000000111100000000000000000000000001110,3473
3474,0000000000111100000000000001000000000001100000000000000000000000000110,3474
3475,0000000000011100000000000001000000000000100000000000000000000000000000,3475
3476,0000000000011100000000000001000000000000100000000000000000000000000010,3476
3477,0000000000111100000000000001000000000001100000000000000000000000000010,3477
3478,0000000000111100000000000001000000000101100000000000000000000000000010,3478
3479,0000000000111100000000000001000000000101100000000000000000000000000110,3479
3480,0000000000111100000000000001000000000001100000000000000000000000000000,3480
3481,0000000001111100000000000001000000000011100000000000000000000000000010,3481
3482,0000000001111100000000000001000000000011100000000000000000000000000110,3482
3483,0000000000001100000000000001000000000000100000000000000000000000000100,3483
3484,0000000000001100000000000001000000000001100000000000000000000000001000,3484
3485,0000000000011100000000000001000000000010100000000000000000000000000100,3485
3486,0000000000011100000000000001000000000000100000000000000000000000000100,3486
3487,0000000000111100000000000001000000000001100000000000000000000000001010,3487
3488,0000000000111100000000000001000000000101100000000000000000000000001010,3488
3489,0000000000111100000000000001000000000111100000000000000000000000010110,3489
3490,0000000000011100000000000001000000000011100000000000000000000000001000,3490
3491,0000000000111100000000000001000000000011100000000000000000000000000010,3491
3492,0000000000111100000000000001000000000111100000000000000000000000010010,3492
3493,0000000001111100000000000001000000000111100000000000000000000000000110,3493
3494,0000000001111100000000000001000000000111100000000000000000000000001110,3494
3495,0000000000011100000000000001000000000001100000000000000000000000001000,3495
3496,0000000000111100000000000001000000000001100000000000000000000000001000,3496
3497,0000000000111100000000000001000000000011100000000000000000000000010010,3497
3498,0000000001111100000000000001000000000011100000000000000000000000010010,3498
3499,0000000000011100000000000011000000000111000000000000000100000000011001,3499
3500,0000000000111100000000000011000000000111000000000000000100000000010101,3500
3501,0000000000111100000000000011000000000011000000000000000100000000000101,3501
3502,0000000000011100000000000011000000000011000000000000000100000000001001,3502
3503,0000000000011100000000000001000000000110100000000000000000000000001010,3503
3504,0000000000011100000000000001000000000110100000000000000000000000001000,3504
3505,0000000000001100000000000001000000000011100000000000000000000000001110,3505
3506,0000000000001100000000000001000000000011100000000000000000000000001100,3506
3507,0000000000011100000000000001000000000110100000000000000000000000011010,3507
3508,0000000000011100000000000001000000000110100000000000000000000000011000,3508
3509,0000000000111100000000000001000000000000100000000000000000000000000010,3509
3510,0000000000111100000000000001000000000000100000000000000000000000000000,3510
3511,0000000000111100000000000001000000000100100000000000000000000000000000,3511
3512,0000000000111100000000000001000000000100100000000000000000000000000010,3512
3513,0000000000111100000000000011000000000001000000000000000100000000000001,3513
3514,0000000000111100000000000001000000000100100000000000000000000000010010,3514
3515,0000000000111100000000000001000000000100100000000000000000000000010000,3515
3516,0000000001111100000000000001000000001001100000000000000000000000100000,3516
3517,0000000001111100000000000001000000001001100000000000000000000000100010,3517
3518,0000000001111100000000000001000000000001100000000000000000000000000000,3518
3519,0000000001111100000000000001000000000001100000000000000000000000000010,3519
3520,0000000000111100000000000001000000000000100000000000000000000000000100,3520
3521,0000000000111100000000000001000000000100100000000000000000000000000100,3521
3522,0000000000111100000000000011000000000101000000000000000100000000010001,3522
3523,0000000000111100000000000001000000000001100000000000000000000000010000,3523
3524,0000000001111100000000000001000000000001100000000000000000000000001000,3524
3525,0000000000111100000000000001000000001101100000000000000000000000110010,3525
3526,0000000000011100000000000001000000000111100000000000000000000000011010,3526
3527,0000000000011100000000000001000000000111100000000000000000000000011000,3527
3528,0000000000111100000000000001000000001101100000000000000000000000110000,3528
3529,0000000000111100000000000001000000001100100000000000000000000000010000,3529
3530,0000000000111100000000000001000000001100100000000000000000000000010010,3530
3531,0000000000111100000000000001000000001100100000000000000000000000110010,3531
3532,0000000000111100000000000001000000001100100000000000000000000000110000,3532
3533,0000000001111100000000000001000000011001100000000000000000000001100000,3533
3534,0000000001111100000000000001000000011001100000000000000000000001100010,3534
3535,0000000000001100000000000101000000000001100000000000010000000000001000,3535
3536,0000000000011100000000001001000000000000100000000000100000000000010000,3536
3537,0000000000001100000000000101000000000010100000000000010000000000010000,3537
3538,0000000000011100000000001001000000000100100000000000100000000000100000,3538
3539,0000000000111100000000000011000000001101000000000000000100000000110001,3539
3540,0000000000111100000000000011000000000101000000000000000100000000000001,3540
3541,0000000000111100000000010001000000000001100000000001000000000000100000,3541
3542,0000000000111100000000000011000000001101000000000000000100000000010001,3542
3543,0000000000111100000000000111000000001110010000000001001000000000110011,3543
3544,0000000001111100000000000111000000001110010000000010001000000000101011,3544
3545,0000000000011100000000000011000000000111010000000000100000000000011101,3545
3546,0000000000011100000000000011000000000111010000000000100000000000011001,3546
3547,0000000000111100000000000011000000000111010000000001000000000000010101,3547
3548,0000000000111100000000000011000000000111010000000001000000000000011101,3548
3549,0000000000111100000000000011000000001111010000000001000000000000110101,3549
3550,0000000000111100000000000011000000001111010000000001000000000000110001,3550
3551,0000000001111100000000000011000000001111010000000010000000000000100101,3551
3552,0000000001111100000000000011000000001111010000000010000000000000101101,3552
3553,0000000000011100000000001011000000001101010000000001101000000000111001,3553
3554,0000000000111100000000010011000000011001010000000011001000000001110001,3554
3555,0000000000111100000000000111000000001110010000000001011000000000110011,3555
