id,design_vector,id_in_matlab
54,0000000000111100000000010011000000111001000000000111000000001101100000,54
55,0000000001111100000000100011000000111001000000001110000000000111101000,55
56,0000000001111100000000100011000001111001000000001110000000001011101000,56
57,0000000011111100000001000111000011100110000000011100000100001111001000,57
58,0000000001111100000000100111000000110110010000001110000100000011111000,58
59,0000000001111100000000100111000001110110000000001110000100000111101000,59
60,0000000001111100000000100111000000110110010000001110000100000011101000,60
61,0000000000111100000000010111000000111010000000000111000100000011111000,61
62,0000000001111100000000100111000001110010000000001110000100000111101000,62
63,0000000001111100000000100111000001110010000000001110000100000111100000,63
64,0000000001111100000000100111000001110110000000001110000100000111100000,64
65,0000000000111100000000010111000000111010000000000111000100000011110000,65
66,0000000011111100000001000111000011100110000000011100000100001111000000,66
67,0000000000111100000000110011000001110001000000001111000000000011110000,67
68,0000000001111100000001100011000011100011000000011110000000001111100000,68
69,0000000000111100000000110011000001110001000000001111000000000111110000,69
70,0000000001111100000000100111000001110010000000001110000100000011100001,70
71,0000000001111100000001100011000011100001000000011110000000001111100000,71
72,0000000001111100000000100111000001110010000000001110000100000111100001,72
73,0000000011111100000011000011000111000011000000111100000000011111000000,73
74,0000000000111100000000110011000000110101000000001111000000000011101000,74
75,0000000000111100000000110011000000110001000000001111000000000111010000,75
76,0000000000111100000000110011000000110011000000001111000000000111010000,76
77,0000000001111100000001100011000001101011000000011110000000000111110000,77
78,0000000000111100000000110011000000110101000000001111000000000011111000,78
79,0000000000011100000000011011000000011001000000000111100000000011101000,79
80,0000000001111100000000100111000000110010010000001110000100000011110000,80
81,0000000000111100000000010111000000011010000000000111000100000011110000,81
82,0000000001111100000001100011000001100011000000011110000000001110100000,82
83,0000000001111100000001100011000001101001000000011110000000000111101000,83
84,0000000011111100000011000011000011010011000000111100000000001111010000,84
85,0000000011111100000001000111000111100110000000011100000100011111001000,85
86,0000000001111100000000100111000001110110010000001110000100000111111000,86
87,0000000001111100000000100111000011110110000000001110000100001111101000,87
88,0000000001111100000000100111000001110110010000001110000100000111101000,88
89,0000000000111100000000010111000001111010000000000111000100000111111000,89
90,0000000001111100000000100111000011110010000000001110000100001111101000,90
91,0000000001111100000000100111000011110010000000001110000100001111100000,91
92,0000000001111100000000100111000011110110000000001110000100001111100000,92
93,0000000000111100000000010111000001111010000000000111000100000111110000,93
94,0000000011111100000001000111000111100110000000011100000100011111000000,94
95,0000000000111100000000110011000011110001000000001111000000000111110000,95
96,0000000001111100000001100011000111100011000000011110000000011111100000,96
97,0000000000111100000000110011000011110001000000001111000000001111110000,97
98,0000000001111100000000100111000011110010000000001110000100000111100001,98
99,0000000001111100000001100011000111100001000000011110000000011111100000,99
100,0000000001111100000000100111000011110010000000001110000100001111100001,100
101,0000000011111100000011000011001111000011000000111100000000111111000000,101
102,0000000001111100000001100111000011100110010000011110000100001111101000,102
103,0000000001111100000001100111000111100010000000011110000100011111100000,103
104,0000000001111100000001100111000111100110000000011110000100011111100000,104
105,0000000000111100000000110111000011110010000000001111000100001111110000,105
106,0000000011111100000001001111000011101100010000011100001100001111010010,106
107,0000000001111100000000101111000011110100000000001110001100001111100001,107
108,0000000011111100000011000111001111000110000000111100000100111111000000,108
109,0000000001111100000001100111000000100110010000001110000100000011101000,109
110,0000000001111100000001100111000001100110000000001110000100000111101000,110
111,0000000001111100000001100111000001100110000000001110000100000111100000,111
112,0000000000111100000000110111000000110010000000000111000100000011110000,112
113,0000000011111100000011000111000011001110000000011100000100001111001000,113
114,0000000011111100000001000111000001101110000000001100000100000111011000,114
115,0000000001111100000000100111000000010110010000000110000100000001111000,115
116,0000000001111100000000100111000000110110000000000110000100000011101000,116
117,0000000001111100000000100111000000010110010000000110000100000001101000,117
118,0000000000111100000000010111000000011010000000000011000100000001111000,118
119,0000000001111100000000100111000000110110000000000110000100000011111000,119
120,0000000001111100000000100111000000110110000000000110000100000011100000,120
121,0000000000111100000000010111000000011010000000000011000100000001110000,121
122,0000000011111100000001000111000001101110000000001100000100000111001000,122
123,0000000001111100000000100011000000110011000000000110000000000011101100,123
124,0000000000111100000000010011000000011001000000000011000000000000110100,124
125,0000000000111100000000010011000000011001000000000011000000000000110000,125
126,0000000001111100000000100011000000110011000000000110000000000011100000,126
127,0000000000111100000000010011000000011001000000000011000000000001110000,127
128,0000000000111100000000010011000000011001000000000011000000000001110100,128
129,0000000001111100000000100011000000110011000000000110000000000011100100,129
130,0000000011111100000001000011000001100111000000001100000000000111000100,130
131,0000000011111100000001000011000001100111000000001100000000000111001100,131
132,0000000000111100000000110011000000010101000000000111000000000001101000,132
133,0000000000111100000000110011000000010011000000000111000000000011010100,133
134,0000000000111100000000110011000000010011000000000111000000000011010000,134
135,0000000001111100000001100011000000101011000000001110000000000011110000,135
136,0000000000111100000000110011000000010101000000000111000000000001111000,136
137,0000000000011100000000011011000000001001000000000011100000000001101000,137
138,0000000001111100000001100011000000100111000000001110000000000110100100,138
139,0000000001111100000001100011000000101011000000001110000000000011110100,139
140,0000000011111100000011000011000001010111000000011100000000000111100100,140
141,0000000000111100000000110011000000110001000000000111000000000001110000,141
142,0000000001111100000001100011000001100011000000001110000000000111100000,142
143,0000000000111100000000110011000000110001000000000111000000000011110000,143
144,0000000001111100000001100011000001100011000000001110000000000111100100,144
145,0000000011111100000011000011000011000111000000011100000000001111000100,145
146,0000000000111100000000110011000000010011000000000111000000000001110100,146
147,0000000000111100000000110011000000110011000000000111000000000011110100,147
148,0000000000111100000000110011000000110011000000000111000000000011110000,148
149,0000000001111100000001100011000000100111000000001110000000000011100100,149
150,0000000000011100000000011011000000011001000000000011100000000001111000,150
151,0000000001111100000001100011000001100111000000001110000000000111100100,151
152,0000000001111100000001100011000000100111000000001110000000000011101100,152
153,0000000011111100000011000011000001001111000000011100000000000111001100,153
154,0000000000111100000000000011000000011111000000001001000000000010111100,154
155,0000000001111100000000000011000000001111000000000110000000000001111100,155
156,0000000000011100000000000011000000000111000000000010100000000000111100,156
157,0000000000011100000000000011000000001111000000000100100000000001011100,157
158,0000000000011100000000000011000000000111000000000010100000000000111000,158
159,0000000000111100000000000011000000001111000000000101000000000001111100,159
160,0000000000111100000000000011000000001111000000000101000000000001110100,160
161,0000000000011100000000000011000000001111000000000100100000000001011000,161
162,0000000000111100000000000011000000001111000000000101000000000001010100,162
163,0000000000111100000000000011000000000111000000000011000000000000110100,163
164,0000000000111100000000000011000000000111000000000011000000000000111100,164
165,0000000000111100000000000011000000011111000000001001000000000010110100,165
166,0000000001111100000000000011000000001111000000000110000000000001101100,166
167,0000000000111100000000000011000000001111000000000101000000000001011100,167
168,0000000001111100000000000011000000011111000000001010000000000010101100,168
169,0000000001111100000000000011000000011111000000001010000000000010111100,169
170,0000000001111100000000000011000000001011000000000110000000000001101100,170
171,0000000000111100000000000011000000001101000000000101000000000001010000,171
172,0000000000111100000000000011000000000101000000000011000000000000110000,172
173,0000000000111100000000000011000000000101000000000011000000000000110100,173
174,0000000001111100000000000011000000001011000000000110000000000001100100,174
175,0000000000111100000000000011000000001101000000000101000000000001010100,175
176,0000000001111100000000000011000000011011000000001010000000000010100100,176
177,0000000001111100000000000011000000011011000000001010000000000010101100,177
178,0000000001111100000000100011000000110011000000001110000000000011101100,178
179,0000000000111100000000010011000000011001000000000111000000000001110100,179
180,0000000000111100000000010011000000011001000000000111000000000001110000,180
181,0000000001111100000000100011000000110011000000001110000000000011100000,181
182,0000000001111100000000100011000000110011000000001110000000000011100100,182
183,0000000011111100000001000011000001100111000000011100000000000111000100,183
184,0000000011111100000001000011000001100111000000011100000000000111001100,184
185,0000000001111100000000100011000000010011000000000110000000000001101100,185
186,0000000000111100000000010011000000001001000000000011000000000000110100,186
187,0000000000111100000000010011000000001001000000000011000000000000110000,187
188,0000000001111100000000100011000000010011000000000110000000000001100000,188
189,0000000001111100000000100011000000010011000000000110000000000001100100,189
190,0000000011111100000001000011000000100111000000001100000000000011000100,190
191,0000000011111100000001000011000000100111000000001100000000000011001100,191
192,0000000000011100000000000011000000000011000000000001100000000000111000,192
193,0000000000111100000000000011000000000111000000000011000000000001110100,193
194,0000000000011100000000000011000000000111000000000010100000000001101000,194
195,0000000000111100000000000011000000001101000000000101000000000001011000,195
196,0000000000111100000000000011000000000101000000000011000000000000111000,196
197,0000000000111100000000000011000000001111000000000101000000000011010100,197
198,0000000001111100000000000011000000001011000000000110000000000001110100,198
199,0000000001111100000000000011000000011011000000001010000000000010110100,199
200,0000000001111100000000100011000000110111000000000110000000000011101100,200
201,0000000001111100000000100011000000010111000000000110000000000001111100,201
202,0000000000111100000000010011000000001011000000000011000000000000111100,202
203,0000000000111100000000010011000000011011000000000011000000000001110100,203
204,0000000000111100000000010011000000001011000000000011000000000000110100,204
205,0000000000011100000000001011000000001101000000000001100000000000111100,205
206,0000000000111100000000010011000000011011000000000011000000000001111100,206
207,0000000000111100000000010011000000011011000000000011000000000001110000,207
208,0000000001111100000000100011000000010111000000000110000000000001100100,208
209,0000000000011100000000001011000000001101000000000001100000000000111000,209
210,0000000001111100000000100011000000110111000000000110000000000011100100,210
211,0000000001111100000000100011000000010111000000000110000000000001101100,211
212,0000000011111100000001000011000000101111000000001100000000000011001100,212
213,0000000011111100000001000011000000101111000000001100000000000011011100,213
214,0000000000111100000000110011000000010001000000000111000000000001110000,214
215,0000000001111100000001100011000000100011000000001110000000000011100000,215
216,0000000001111100000001100011000000100011000000001110000000000011100100,216
217,0000000011111100000011000011000001000111000000011100000000000111000100,217
218,0000000000111100000000010011000000001001000000000011000000000000111000,218
219,0000000000111100000000010011000000001011000000000011000000000001110100,219
220,0000000000111100000000010011000000001011000000000011000000000001110000,220
221,0000000001111100000000100011000000010011000000000110000000000001110000,221
222,0000000000011100000000001011000000000101000000000001100000000000111000,222
223,0000000001111100000000100011000000010111000000000110000000000011100100,223
224,0000000001111100000000100011000000010011000000000110000000000001110100,224
225,0000000011111100000001000011000000100111000000001100000000000011100100,225
226,0000000001111100000000100011000001110111000000001110000000000111101100,226
227,0000000001111100000000100011000000110111000000001110000000000011111100,227
228,0000000000111100000000010011000000011011000000000111000000000001111100,228
229,0000000000111100000000010011000000111011000000000111000000000011110100,229
230,0000000000111100000000010011000000011011000000000111000000000001110100,230
231,0000000000011100000000001011000000011101000000000011100000000001111100,231
232,0000000000111100000000010011000000111011000000000111000000000011111100,232
233,0000000000111100000000010011000000111011000000000111000000000011110000,233
234,0000000001111100000000100011000000110111000000001110000000000011100100,234
235,0000000000011100000000001011000000011101000000000011100000000001111000,235
236,0000000001111100000000100011000001110111000000001110000000000111100100,236
237,0000000001111100000000100011000000110111000000001110000000000011101100,237
238,0000000011111100000001000011000001101111000000011100000000000111001100,238
239,0000000011111100000001000011000001101111000000011100000000000111011100,239
240,0000000000111100000000110011000000110001000000001111000000000011110000,240
241,0000000001111100000001100011000001100011000000011110000000000111100000,241
242,0000000001111100000001100011000001100011000000011110000000000111100100,242
243,0000000011111100000011000011000011000111000000111100000000001111000100,243
244,0000000000111100000000110011000000110011000000001111000000000011110100,244
245,0000000000111100000000110011000001110011000000001111000000000111110100,245
246,0000000000111100000000110011000001110011000000001111000000000111110000,246
247,0000000001111100000001100011000001100111000000011110000000000111100100,247
248,0000000000011100000000011011000000111001000000000111100000000011111000,248
249,0000000001111100000001100011000011100111000000011110000000001111100100,249
250,0000000001111100000001100011000001100111000000011110000000000111101100,250
251,0000000011111100000011000011000011001111000000111100000000001111001100,251
252,0000000001111100000000100111000000110110000000001110000100000011101001,252
253,0000000000111100000000010111000000111010000000000111000100000011110001,253
254,0000000001111100000000000011000000011011000000000110000000000011101100,254
255,0000000000011100000000000011000000001111000000000001100000000001111100,255
256,0000000000011100000000000011000000011111000000000001100000000010111100,256
257,0000000000011100000000000011000000001111000000000001100000000001111000,257
258,0000000000011100000000000011000000011111000000000001100000000010111000,258
259,0000000000111100000000000011000000011111000000000011000000000010110100,259
260,0000000000111100000000000011000000001111000000000011000000000001110100,260
261,0000000000111100000000000011000000001111000000000011000000000001111100,261
262,0000000001111100000000000011000000011011000000000110000000000011100100,262
263,0000000000111100000000000011000000011111000000000011000000000010111100,263
264,0000000001111100000000000011000000111011000000000110000000000101100100,264
265,0000000001111100000000000011000000111011000000000110000000000101101100,265
266,0000000001111100000000000011000000011001000000000110000000000011100100,266
267,0000000000111100000000000011000000011101000000000011000000000010110000,267
268,0000000000111100000000000011000000001101000000000011000000000001110000,268
269,0000000000111100000000000011000000001101000000000011000000000001110100,269
270,0000000001111100000000000011000000011001000000000110000000000011100000,270
271,0000000000111100000000000011000000011101000000000011000000000010110100,271
272,0000000001111100000000000011000000111001000000000110000000000101100000,272
273,0000000001111100000000000011000000111001000000000110000000000101100100,273
274,0000000001111100000000100011000000110001000000001110000000000011100100,274
275,0000000001111100000000100011000000110001000000001110000000000011100000,275
276,0000000011111100000001000011000001100011000000011100000000000111000000,276
277,0000000011111100000001000011000001100011000000011100000000000111000100,277
278,0000000000011100000000000011000000000111000000000001100000000001111000,278
279,0000000000111100000000000011000000001101000000000011000000000011110000,279
280,0000000000011100000000000011000000001111000000000001100000000011011000,280
281,0000000000111100000000000011000000011101000000000011000000000010111000,281
282,0000000000111100000000000011000000001101000000000011000000000001111000,282
283,0000000000111100000000000011000000011101000000000011000000000110110000,283
284,0000000001111100000000000011000000011001000000000110000000000011101000,284
285,0000000001111100000000000011000000111001000000000110000000000101101000,285
286,0000000001111100000000100111000000110010000000001110000100000011100001,286
287,0000000001111100000001100011000001100001000000011110000000000111100000,287
288,0000000011111100000011000011000011000011000000111100000000001111000000,288
289,0000000000111100000000010011000000011001000000000111000000000001111000,289
290,0000000000111100000000010011000000011001000000000111000000000011110000,290
291,0000000000111100000000010011000000011011000000000111000000000011110000,291
292,0000000001111100000000100011000000110011000000001110000000000011110000,292
293,0000000000011100000000001011000000001101000000000011100000000001111000,293
294,0000000001111100000000100011000000110011000000001110000000000111100000,294
295,0000000001111100000000100011000000110001000000001110000000000011101000,295
296,0000000011111100000001000011000001100011000000011100000000000111010000,296
297,0000000001111100000000100011000001110011000000001110000000000111101100,297
298,0000000000111100000000010011000001111011000000000111000000000111110100,298
299,0000000000011100000000001011000000111101000000000011100000000011111100,299
300,0000000000111100000000010011000001111011000000000111000000000111110000,300
301,0000000000011100000000001011000000111101000000000011100000000011111000,301
302,0000000011111100000001000011000011100111000000011100000000001111000100,302
303,0000000011111100000001000011000011100111000000011100000000001111001100,303
304,0000000000111100000000110011000011110011000000001111000000001111110000,304
305,0000000000011100000000011011000001111001000000000111100000000111111000,305
306,0000000001111100000000100111000001110110000000001110000100000111101001,306
307,0000000000111100000000010111000001111010000000000111000100000111110001,307
308,0000000001111100000001100011000011100011000000011110000000001111100100,308
309,0000000011111100000011000011000111000111000000111100000000011111000100,309
310,0000000001111100000000100111000000010110000000000110000100000001101001,310
311,0000000000111100000000010111000000011010000000000011000100000001110001,311
312,0000000000111100000000000011000000011101000000000001000000000010110100,312
313,0000000001111100000000000011000000001011000000000010000000000001101100,313
314,0000000000011100000000000011000000000111000000000000100000000000111100,314
315,0000000000011100000000000011000000001111000000000000100000000001011100,315
316,0000000000011100000000000011000000000111000000000000100000000000111000,316
317,0000000000111100000000000011000000001101000000000001000000000001110100,317
318,0000000000111100000000000011000000001101000000000001000000000001110000,318
319,0000000000011100000000000011000000001111000000000000100000000001011000,319
320,0000000000111100000000000011000000001111000000000001000000000001010100,320
321,0000000000111100000000000011000000000111000000000001000000000000110100,321
322,0000000000111100000000000011000000000111000000000001000000000000111100,322
323,0000000000111100000000000011000000011101000000000001000000000010110000,323
324,0000000001111100000000000011000000001011000000000010000000000001100100,324
325,0000000000111100000000000011000000001111000000000001000000000001011100,325
326,0000000001111100000000000011000000011011000000000010000000000010100100,326
327,0000000001111100000000000011000000011011000000000010000000000010101100,327
328,0000000001111100000000000011000000001001000000000010000000000001100100,328
329,0000000000111100000000000011000000001101000000000001000000000001010000,329
330,0000000000111100000000000011000000000101000000000001000000000000110000,330
331,0000000000111100000000000011000000000101000000000001000000000000110100,331
332,0000000001111100000000000011000000001001000000000010000000000001100000,332
333,0000000000111100000000000011000000001101000000000001000000000001010100,333
334,0000000001111100000000000011000000011001000000000010000000000010100000,334
335,0000000001111100000000000011000000011001000000000010000000000010100100,335
336,0000000001111100000000100011000000110001000000000110000000000011100100,336
337,0000000001111100000000100011000000110001000000000110000000000011100000,337
338,0000000011111100000001000011000001100011000000001100000000000111000000,338
339,0000000011111100000001000011000001100011000000001100000000000111000100,339
340,0000000001111100000000100011000000010001000000000110000000000001100100,340
341,0000000001111100000000100011000000010001000000000110000000000001100000,341
342,0000000011111100000001000011000000100011000000001100000000000011000000,342
343,0000000011111100000001000011000000100011000000001100000000000011000100,343
344,0000000000011100000000000011000000000011000000000000100000000000111000,344
345,0000000000111100000000000011000000000101000000000001000000000001110000,345
346,0000000000011100000000000011000000000111000000000000100000000001101000,346
347,0000000000111100000000000011000000001101000000000001000000000001011000,347
348,0000000000111100000000000011000000000101000000000001000000000000111000,348
349,0000000000111100000000000011000000001101000000000001000000000011010000,349
350,0000000001111100000000000011000000001001000000000010000000000001101000,350
351,0000000001111100000000000011000000011001000000000010000000000010101000,351
352,0000000001111100000000100111000000010010000000000110000100000001100001,352
353,0000000001111100000001100011000000100001000000001110000000000011100000,353
354,0000000011111100000011000011000001000011000000011100000000000111000000,354
355,0000000000111100000000010011000000001001000000000011000000000001110000,355
356,0000000001111100000000100011000000010011000000000110000000000011100000,356
357,0000000001111100000000100011000000010001000000000110000000000001101000,357
358,0000000011111100000001000011000000100011000000001100000000000011010000,358
359,0000000001111100000000100011000001110011000000000110000000000111100100,359
360,0000000000111100000000010011000000111011000000000011000000000011110100,360
361,0000000000011100000000001011000000011101000000000001100000000001111100,361
362,0000000000111100000000010011000000111001000000000011000000000011110100,362
363,0000000000111100000000010011000000111001000000000011000000000011110000,363
364,0000000000111100000000010011000000111011000000000011000000000011110000,364
365,0000000000011100000000001011000000011101000000000001100000000001111000,365
366,0000000001111100000000100011000001110011000000000110000000000111100000,366
367,0000000001111100000000100111000000110010000000000110000100000011100001,367
368,0000000001111100000001100011000001100001000000001110000000000111100000,368
369,0000000011111100000011000011000011000011000000011100000000001111000000,369
370,0000000000111100000000110011000001110001000000000111000000000111110000,370
371,0000000000111100000000110011000001110011000000000111000000000111110000,371
372,0000000000011100000000011011000000111001000000000011100000000011111000,372
373,0000000001111100000000100111000000110110000000000110000100000011101001,373
374,0000000000111100000000010111000000111010000000000011000100000011110001,374
375,0000000001111100000001100011000011100011000000001110000000001111100000,375
376,0000000001111100000001100111000001100010000000001110000100000111100000,376
377,0000000011111100000001001111000000101100010000001100001100000011010010,377
378,0000000001111100000000101111000000110100000000000110001100000011100001,378
379,0000000011111100000011000111000011000110000000011100000100001111000000,379
380,0000000001111100000000000111000000111010000000000010000100000101101000,380
381,0000000000111100000000000111000000001110010000000001000100000001111000,381
382,0000000000111100000000000111000000011110000000000001000100000010111000,382
383,0000000000111100000000000111000000001110010000000001000100000001110000,383
384,0000000000111100000000000111000000001110000000000001000100000001111000,384
385,0000000001111100000000000111000000011010000000000010000100000011101000,385
386,0000000001111100000000000111000000011010000000000010000100000011100000,386
387,0000000000111100000000000111000000011110000000000001000100000010110000,387
388,0000000000111100000000000111000000001110000000000001000100000001110000,388
389,0000000001111100000000000111000000111010000000000010000100000101100000,389
390,0000000001111100000000000011000000011001000000000010000000000011100100,390
391,0000000001111100000000000011000000011001000000000010000000000011100000,391
392,0000000001111100000000000011000000111001000000000010000000000101100000,392
393,0000000001111100000000000011000000111001000000000010000000000101100100,393
394,0000000001111100000000100011000001110001000000000110000000000111100100,394
395,0000000000111100000000010011000000111001000000000011000000000001110100,395
396,0000000000111100000000010011000000111001000000000011000000000001110000,396
397,0000000001111100000000100011000001110001000000000110000000000111100000,397
398,0000000011111100000001000011000011100011000000001100000000001111000000,398
399,0000000011111100000001000011000011100011000000001100000000001111000100,399
400,0000000000011100000000001011000000000111000000000001100000000001110000,400
401,0000000000111100000000010011000000001001000000000011000000000011100000,401
402,0000000000011100000000001011000000001101000000000001100000000011010000,402
403,0000000000111100000000010011000000011101000000000011000000000010111000,403
404,0000000000111100000000010011000000001101000000000011000000000001111000,404
405,0000000000011100000000001011000000000101000000000001100000000001110000,405
406,0000000000111100000000000111000000000110010000000001000100000001110000,406
407,0000000000111100000000000111000000000110000000000001000100000001110000,407
408,0000000000111100000000010011000000011001000000000011000000000110100000,408
409,0000000001111100000000100011000000011001000000000110000000000011101000,409
410,0000000001111100000000100011000000111001000000000110000000000101101000,410
411,0000000011111100000001000111000001100110000000001100000100000111001000,411
412,0000000001111100000000100111000000110010000000000110000100000011101000,412
413,0000000001111100000000100111000000110010000000000110000100000011100000,413
414,0000000011111100000001000111000001100110000000001100000100000111000000,414
415,0000000001111100000000100111000000110010000000000110000100000001100001,415
416,0000000000111100000000110011000000010001000000000111000000000011010000,416
417,0000000001111100000000100111000000010010010000000110000100000001110000,417
418,0000000000111100000000010111000000001010000000000011000100000001110000,418
419,0000000001111100000001100011000000100011000000001110000000000110100000,419
420,0000000001111100000001100011000000101001000000001110000000000011101000,420
421,0000000011111100000011000011000001010011000000011100000000000111010000,421
422,0000000011111100000001000111000011100110000000001100000100001111001000,422
423,0000000001111100000000100111000000110110010000000110000100000011111000,423
424,0000000001111100000000100111000001110110000000000110000100000111101000,424
425,0000000001111100000000100111000000110110010000000110000100000011101000,425
426,0000000000111100000000010111000000111010000000000011000100000011111000,426
427,0000000001111100000000100111000001110010000000000110000100000111101000,427
428,0000000001111100000000100111000001110010000000000110000100000111100000,428
429,0000000001111100000000100111000001110110000000000110000100000111100000,429
430,0000000000111100000000010111000000111010000000000011000100000011110000,430
431,0000000011111100000001000111000011100110000000001100000100001111000000,431
432,0000000000111100000000110011000001110001000000000111000000000011110000,432
433,0000000001111100000000100111000001110010000000000110000100000011100001,433
434,0000000001111100000001100011000011100001000000001110000000001111100000,434
435,0000000001111100000000100111000001110010000000000110000100000111100001,435
436,0000000011111100000011000011000111000011000000011100000000011111000000,436
437,0000000001111100000001100111000001100110010000001110000100000111101000,437
438,0000000001111100000001100111000011100010000000001110000100001111100000,438
439,0000000001111100000001100111000011100110000000001110000100001111100000,439
440,0000000000111100000000110111000001110010000000000111000100000111110000,440
441,0000000011111100000001001111000001101100010000001100001100000111010010,441
442,0000000001111100000000101111000001110100000000000110001100000111100001,442
443,0000000011111100000011000111000111000110000000011100000100011111000000,443
444,0000000000111100000000110011000000010011000000000111000000000000110100,444
445,0000000000111100000000110011000000010011000000001011000000000001110100,445
446,0000000000111100000000110011000000010011000000001011000000000001110000,446
447,0000000000011100000000011011000000001001000000000101100000000000111000,447
448,0000000001111100000001100011000000100111000000010110000000000011100100,448
449,0000000000111100000000000011000000001111000000001100000000000001011100,449
450,0000000000011100000000000011000000000111000000000010100000000000110100,450
451,0000000000011100000000000011000000000111000000000110000000000000101100,451
452,0000000000011100000000000011000000000111000000000010100000000000110000,452
453,0000000000011100000000000011000000000011000000000011000000000000011100,453
454,0000000000111100000000000011000000000111000000000110000000000000111100,454
455,0000000000111100000000000011000000000111000000000110000000000000110100,455
456,0000000000011100000000000011000000000111000000000110000000000000101000,456
457,0000000000011100000000000011000000000011000000000011000000000000011000,457
458,0000000000111100000000000011000000001111000000001100000000000001010100,458
459,0000000000001100000000000101000000000010100000000001100000000000110000,459
460,0000000000011100000000001001000000000001100000000011000000000001010010,460
461,0000000000001100000000000101000000000010100000000011000000000001010000,461
462,0000000000011100000000001001000000001100100000000101000000000001010100,462
463,0000000000011100000000001001000000000100100000000011000000000000110100,463
464,0000000000001100000000000101000000000000100000000001100000000000101000,464
465,0000000000011100000000001001000000000101100000000110000000000010100010,465
466,0000000000111100000000010001000000001001100000000110000000000001101010,466
467,0000000000111100000000010001000000011001100000001010000000000010101010,467
468,0000000001111100000000100011000000010111000000001010000000000001101100,468
469,0000000000111100000000010011000000001011000000000011000000000000011100,469
470,0000000000111100000000010011000000001011000000000101000000000000110100,470
471,0000000000111100000000010011000000001011000000000011000000000000010100,471
472,0000000000011100000000001011000000000101000000000010100000000000011100,472
473,0000000000111100000000010011000000001011000000000101000000000000111100,473
474,0000000000111100000000010011000000001011000000000101000000000000110000,474
475,0000000000011100000000001011000000000101000000000010100000000000011000,475
476,0000000001111100000000100011000000010111000000001010000000000001100100,476
477,0000000000011100000000011001000000001000100000000010100000000000001100,477
478,0000000000011100000000011001000000000001100000000010100000000001001010,478
479,0000000000011100000000011001000000000001100000000010100000000001001000,479
480,0000000000111100000000110001000000010001100000000101000000000001011000,480
481,0000000000011100000000011001000000001000100000000010100000000000101100,481
